id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Scale,Blender,3D Viewport — Object — Transform — Scale,"Scales the selection about the pivot point. Constrain with an axis key to stretch in one direction, or type a factor such as 2 or 0.5 for exact resizing.",S,,beginner,transform|scale|resize,transform,mesh|curve|point,scale,,,https://docs.blender.org/manual/en/latest/
,Scene Units,Blender,Properties — Scene Properties — Units,"Sets the unit system (metric or imperial), length unit and unit scale for the scene. Set this to metric metres or millimetres at the start of every architectural project so typed dimensions and the Measure tool speak your language.",,,beginner,units|metric|setup,organise|document,layout,measure,,,https://docs.blender.org/manual/en/latest/
,Screw Modifier,Blender,Properties — Modifier Properties — Generate — Screw,"Sweeps a profile around an axis, optionally advancing per revolution like a thread. The instant way to generate spiral stairs, turned balusters and other surfaces of revolution from a simple section.",,,advanced,screw|lathe|spiral,create,mesh|curve,rotate|array,,,https://docs.blender.org/manual/en/latest/
,Sculpt Brush Size,Blender,3D Viewport — Sculpt Mode — Header — Radius,"Press F, move the mouse to resize the brush, and click to confirm. Constantly varying brush size is the key to controlled sculpting — big for landform, small for detail.",F,,beginner,sculpt|brush|radius,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Sculpt Brush Strength,Blender,3D Viewport — Sculpt Mode — Header — Strength,"Adjusts how strongly the brush deforms the surface, previewed interactively like brush size. Keep strength low and build form in passes for the most control.",Shift+F,,beginner,sculpt|brush|strength,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Select All,Blender,3D Viewport — Select — All,Selects everything in the current mode. Double-tap A or use Alt+A to clear the selection instead.,A,,beginner,select,edit,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Select Less,Blender,3D Viewport — Edit Mode — Select — Select More/Less — Less,Shrinks the selection inward by one ring of elements. Pair with Select More to erode a selection's ragged border.,Ctrl+Numpad Minus,,intermediate,select|shrink,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Select Linked,Blender,3D Viewport — Edit Mode — Select — Select Linked,Hovering over geometry and pressing L selects everything physically connected to it; Ctrl+L expands the current selection to its connected mesh. The quickest way to grab one loose part inside an object containing many.,L,,beginner,select|linked|island,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Select Linked Objects,Blender,3D Viewport — Select — Select Linked,"Selects objects that share data with the active one — same object data, material, collection or parent. Quickly finds every instance of a repeated component across a scene.",Shift+L,,intermediate,select|linked|instances,edit|organise,mesh|curve,,,,https://docs.blender.org/manual/en/latest/
,Select More,Blender,3D Viewport — Edit Mode — Select — Select More/Less — More,Grows the selection outward by one ring of neighbouring elements each press. Useful for expanding from a seed selection to a whole region.,Ctrl+Numpad Plus,,intermediate,select|grow,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Select Similar,Blender,3D Viewport — Edit Mode — Select — Select Similar,"Selects elements sharing a property with the current selection — same material, normal direction, face area, edge length and more. Selecting all coplanar faces by normal is a fast route to every face of one orientation on a facade.",Shift+G,,advanced,select|similar|filter,edit|analyse,mesh,,,,https://docs.blender.org/manual/en/latest/
,Separate,Blender,3D Viewport — Edit Mode — Mesh — Separate,"Moves the selected geometry (or all loose parts, or each material) into a new object. The counterpart to Join — use it to break a monolithic import into workable pieces.",P,,intermediate,separate|split|objects,edit|organise,mesh,split,,,https://docs.blender.org/manual/en/latest/
,Set 3D Cursor,Blender,3D Viewport — Toolbar — Cursor,"Places the 3D cursor in the scene, snapping to surfaces under the mouse. The cursor is Blender's universal reference point: new objects appear there and it can serve as pivot or origin target.",Shift+RMB,,beginner,cursor|placement|pivot,transform|create,point|view,,,,https://docs.blender.org/manual/en/latest/
,Set Active Camera,Blender,3D Viewport — View — Cameras — Set Active Object as Camera,Makes the selected camera the one used for rendering and camera view. Essential in scenes with multiple saved viewpoints.,Ctrl+Numpad 0,,intermediate,camera|active|render,visualise|organise,view,,,,https://docs.blender.org/manual/en/latest/
,Set Curve Radius,Blender,3D Viewport — Edit Mode (Curve) — Control Points — Radius,"Scales the per-point radius that multiplies any bevel profile along the curve. Taper a swept tube — a branching column, a shaped handrail — by varying radius along its length.",Alt+S,,advanced,curve|radius|taper,transform|edit,curve,scale|thicken,,,https://docs.blender.org/manual/en/latest/
,Set Frame Range,Blender,Properties — Output Properties — Frame Range,"Defines the start and end frames for playback and rendering. At the default 24 fps, a 10-second walkthrough is 240 frames — set the range before rendering an animation.",,,beginner,animation|frame range|output,organise|document,view|layout,,,,https://docs.blender.org/manual/en/latest/
,Set Handle Type,Blender,3D Viewport — Edit Mode (Curve) — Control Points — Set Handle Type,"Switches selected Bézier handles between Automatic, Aligned, Free and Vector. Vector handles give straight, polyline-like segments — the right choice for orthogonal building outlines — while Aligned keeps curves flowing smoothly.",V,,intermediate,curve|handles|bezier,edit,curve,smooth,,,https://docs.blender.org/manual/en/latest/
,Set Keyframe Handle Type,Blender,Graph Editor — Key — Handle Type,"Changes the handle behaviour of selected keys — Auto Clamped for smooth default motion, Vector for sharp direction changes, Free for manual control. The same handle logic as Bézier curves, applied to time.",V,,advanced,animation|handles|curves,edit,view|curve,smooth,,,https://docs.blender.org/manual/en/latest/
,Set Keyframe Interpolation,Blender,Graph Editor — Key — Interpolation Mode,"Sets how values move between the selected keyframes — Constant, Linear or Bézier, plus eased variants. Linear suits a steady walkthrough pace; Bézier gives natural starts and stops.",T,,intermediate,animation|interpolation|easing,edit,view|curve,smooth,,,https://docs.blender.org/manual/en/latest/
,Set Origin to 3D Cursor,Blender,3D Viewport — Object Mode — Object — Set Origin — Origin to 3D Cursor,Places the object's origin exactly at the 3D cursor. Snap the cursor to a corner first and you get a precise pivot — for example the hinge edge of a door.,,,intermediate,origin|pivot|cursor,edit|organise,mesh|curve|point,,,,https://docs.blender.org/manual/en/latest/
,Set Origin to Geometry,Blender,3D Viewport — Object Mode — Object — Set Origin — Origin to Geometry,Moves the object's origin point to the centre of its geometry without moving the mesh. Fixes objects that rotate or scale around a point far from where they sit.,,,intermediate,origin|pivot,edit|organise,mesh|curve|point,,,,https://docs.blender.org/manual/en/latest/
,Set Parent,Blender,3D Viewport — Object Mode — Object — Parent,"Parents the selected objects to the active one so they move, rotate and scale with it. Use it to make furniture follow a room, or fittings follow a wall, while remaining independently editable.",Ctrl+P,,intermediate,parent|hierarchy|rig,organise,mesh|curve|point,join,,,https://docs.blender.org/manual/en/latest/
,Shade Flat,Blender,3D Viewport — Object Mode — Object — Shade Flat,"Shows each face with its own flat normal, giving crisp facets. The right look for hard-edged architectural elements and for diagnosing smoothing problems.",,,beginner,shading|flat|normals,visualise|edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Shade Smooth,Blender,3D Viewport — Object Mode — Object — Shade Smooth,"Renders the surface with smooth shading, blending normals across faces so curved forms look continuous without extra geometry. Purely a display treatment — the mesh itself is unchanged.",,,beginner,shading|smooth|normals,visualise|edit,mesh,smooth,,,https://docs.blender.org/manual/en/latest/
,Shade Smooth by Angle,Blender,3D Viewport — Object Mode — Object — Shade Smooth by Angle,"Smooths shading only across edges shallower than a chosen angle, keeping sharp creases crisp. In Blender 4.1+ this replaced the old Auto Smooth checkbox and is the go-to for mixed curved/hard surfaces such as columns with fillets.",,,intermediate,shading|auto smooth|normals,visualise|edit,mesh,smooth,,,https://docs.blender.org/manual/en/latest/
,Shading Pie Menu,Blender,3D Viewport — Header — Viewport Shading,"Radial menu switching between Wireframe, Solid, Material Preview and Rendered viewport shading. Flick to Material Preview to judge finishes, or Rendered to check lighting without a full render.",Z,,beginner,shading|viewport|display,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Show Hidden,Blender,3D Viewport — Object — Show/Hide — Show Hidden Objects,"Reveals everything hidden with H or Shift+H. If objects seem to have vanished, try this before assuming they were deleted.",Alt+H,,beginner,hide|visibility,organise|visualise,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Show/Hide Render Window,Blender,Topbar — Render — View Render,Reopens the window showing the last render without re-rendering. Useful for comparing the latest result against viewport changes.,F11,,beginner,render|window,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Shrink/Fatten,Blender,3D Viewport — Edit Mode — Mesh — Transform — Shrink/Fatten,"Moves selected geometry along its own normals, pushing a surface outward or pulling it inward. Think of it as inflating or deflating — useful for offsetting a roof surface or adjusting wall thickness locally.",Alt+S,,intermediate,normals|offset|thickness,transform|edit,mesh,offset|thicken,,,https://docs.blender.org/manual/en/latest/
,Shrinkwrap Modifier,Blender,Properties — Modifier Properties — Deform — Shrinkwrap,"Projects or wraps the mesh onto the surface of a target object. Use it to drape a road or path mesh over terrain, or conform panelling to a doubly curved surface.",,,advanced,shrinkwrap|conform|terrain,edit|transform,mesh|surface,move|smooth,,,https://docs.blender.org/manual/en/latest/
,Simple Deform Modifier,Blender,Properties — Modifier Properties — Deform — Simple Deform,"Applies a single parametric deformation — twist, bend, taper or stretch — around an axis. The quick route to a twisting tower study or a tapered mast.",,,intermediate,twist|bend|taper,transform|edit,mesh,rotate|scale,,,https://docs.blender.org/manual/en/latest/
,Skin Modifier,Blender,Properties — Modifier Properties — Generate — Skin,"Wraps a mesh skeleton of edges in solid geometry, with per-vertex radius control (Ctrl+A in Edit Mode resizes). Draw a space-frame or branching structure as edges and let Skin flesh out the members.",,,advanced,skin|structure|frame,create,mesh,thicken,,,https://docs.blender.org/manual/en/latest/
,Smart UV Project,Blender,3D Viewport — Edit Mode — UV — Smart UV Project,"Automatically unwraps by slicing the mesh into projections based on face angles — no seams required. Not as tidy as manual seams, but perfectly serviceable for quickly texturing massing models and context buildings.",U,,beginner,uv|automatic|texturing,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Smooth (Hold Shift),Blender,3D Viewport — Sculpt Mode,"Holding Shift with any sculpt brush temporarily switches to smoothing, relaxing bumps and noise. The universal cleanup gesture between shaping strokes.",Hold Shift,,beginner,sculpt|smooth,edit,mesh,smooth,,,https://docs.blender.org/manual/en/latest/
,Smooth Vertices,Blender,3D Viewport — Edit Mode — Vertex — Smooth Vertices,"Relaxes the selected vertices by averaging them with their neighbours, ironing out lumps and kinks. Run it a few times on messy terrain or scan data to calm the surface.",,,intermediate,smooth|relax|cleanup,edit,mesh,smooth,,,https://docs.blender.org/manual/en/latest/
,Snap Cursor to Selected,Blender,3D Viewport — Object — Snap — Cursor to Selected,"Moves the 3D cursor to the selection — a single vertex, an edge midpoint or the median of several elements. Step one of many precision moves: mark the reference point, then snap or pivot to it.",Shift+S,,intermediate,snap|cursor|reference,transform,mesh|curve|point,move,,,https://docs.blender.org/manual/en/latest/
,Snap Cursor to World Origin,Blender,3D Viewport — Object — Snap — Cursor to World Origin,"Returns the 3D cursor to 0,0,0. Do this before adding objects that should start at the project origin, or after cursor-based operations leave it somewhere odd.",Shift+S,,beginner,snap|cursor|origin,transform,point|view,move,,,https://docs.blender.org/manual/en/latest/
,Snap Pie Menu,Blender,3D Viewport — Object — Snap,"A pie of snap actions moving the selection or the 3D cursor to one another, to the grid or to the world origin. The backbone of precise placement workflows in Blender.",Shift+S,,intermediate,snap|cursor|pie menu,transform,mesh|curve|point,move,,,https://docs.blender.org/manual/en/latest/
,Snap Selection to Cursor,Blender,3D Viewport — Object — Snap — Selection to Cursor,Teleports the selected objects or elements to the 3D cursor's position. Snap the cursor to a corner first and you can land an object exactly on that corner.,Shift+S,,intermediate,snap|cursor|align,transform,mesh|curve|point,move,,,https://docs.blender.org/manual/en/latest/
,Snapping Settings,Blender,3D Viewport — Header — Snapping Dropdown,"Opens the snapping options: what to snap to (increment, grid, vertex, edge, face centre), what part of the selection snaps, and extras such as snapping rotation to face normals. Worth setting up deliberately — good snap settings are the difference between CAD-like precision and guesswork.",Shift+Ctrl+Tab,,intermediate,snap|settings|precision,transform|edit,mesh|curve,move,,,https://docs.blender.org/manual/en/latest/
,Solidify Modifier,Blender,Properties — Modifier Properties — Generate — Solidify,"Gives thickness to single-sided surfaces, turning a plane into a wall or a shell into a slab, with control over offset direction and rim faces. Model buildings as thin surfaces and let Solidify carry the construction thickness — changing a wall build-up becomes a single number.",,,intermediate,thickness|walls|modifier,create|edit,mesh|surface,thicken|offset,,,https://docs.blender.org/manual/en/latest/
,Split,Blender,3D Viewport — Edit Mode — Mesh — Split — Selection,Disconnects the selected geometry from the rest of the mesh without moving it or making a new object. Use it when part of a surface must become independent — for example detaching a door leaf from its wall while staying in the same object.,Y,,intermediate,split|disconnect,edit,mesh,split,,,https://docs.blender.org/manual/en/latest/
,Subdivide,Blender,3D Viewport — Edit Mode — Context Menu — Subdivide,"Splits the selected edges and faces into smaller ones, with a cut count in the operator panel. Use it to add resolution to a plane before proportional-editing it into terrain, or to refine a region for detail.",,,beginner,subdivide|resolution|topology,edit,mesh,split,,,https://docs.blender.org/manual/en/latest/
,Subdivide Curve,Blender,3D Viewport — Edit Mode (Curve) — Segments — Subdivide,"Adds control points between the selected ones, increasing local control over the curve's shape. Subdivide sparingly — fewer points generally means fairer curves.",,,beginner,curve|subdivide,edit,curve,split,,,https://docs.blender.org/manual/en/latest/
,Subdivision Surface Modifier,Blender,Properties — Modifier Properties — Generate — Subdivision Surface,"Smooths the mesh by subdividing it, using the cage as a control net; Ctrl+1 to Ctrl+5 adds the modifier at that viewport level directly. Use it with Edge Crease or support loops for furniture, sanitaryware and other curved elements.",Ctrl+1 to Ctrl+5,,intermediate,subdivision|smooth|subd,edit|create,mesh|subd,smooth,,,https://docs.blender.org/manual/en/latest/
,Sun Position,Blender,Properties — World Properties — Sun Position,"An add-on (bundled historically, via Extensions in 4.2+) that places a Sun light astronomically from latitude, longitude, date and time. Essential for honest daylight and shadow studies — set the site coordinates and step through solstice and equinox conditions.",,Sun Position,intermediate,add-on|sun|daylight|shadow study,analyse|visualise,view|point,rotate,,,https://docs.blender.org/manual/en/latest/
,Symmetrize,Blender,3D Viewport — Edit Mode — Mesh — Symmetrize,"Mirrors one half of the mesh onto the other across a chosen axis, overwriting the target side. Use it to restore perfect symmetry to a model that has drifted during editing.",,,advanced,symmetry|mirror|cleanup,edit,mesh,mirror,,,https://docs.blender.org/manual/en/latest/
,Timeline,Blender,Timeline,"The strip along the bottom of the default workspace showing the playhead, frame range and keyframes of the selected object. Scrub by dragging in it; most playback controls live in its header.",,,beginner,animation|editor|playback,visualise|organise,view|layout,navigate,,,https://docs.blender.org/manual/en/latest/
,To Sphere,Blender,3D Viewport — Edit Mode — Mesh — Transform — To Sphere,Pushes the selected vertices toward a perfect spherical arrangement by an adjustable factor. Useful for rounding a boxy form into a dome or correcting a distorted circular opening.,Shift+Alt+S,,advanced,sphere|round|transform,transform|edit,mesh,smooth|scale,,,https://docs.blender.org/manual/en/latest/
,Toggle Camera View,Blender,3D Viewport — View — Cameras,Jumps into the active camera so you see exactly what will render. Press again to drop back to the free viewport.,Numpad 0,,beginner,navigation|camera|render,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Toggle Cyclic,Blender,3D Viewport — Edit Mode (Curve) — Curve — Toggle Cyclic,"Closes the curve into a loop or opens it again. Closed curves can be filled and extruded into solids, which makes them a tidy way to model floor plates from a drawn outline.",Alt+C,,beginner,curve|cyclic|closed,edit,curve,join,,,https://docs.blender.org/manual/en/latest/
,Toggle Edit Mode,Blender,3D Viewport — Header — Mode,"Switches the active object between Object Mode and Edit Mode, where you work on its vertices, edges and faces. The single most-used mode switch in Blender.",Tab,,beginner,mode|edit mode|workflow,edit,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Toggle Local View,Blender,3D Viewport — View — Local View,"Isolates the selected objects in a temporary view, hiding everything else. Ideal for working on one component of a busy building model; press again to return to the full scene.",Numpad /,,beginner,navigation|isolate|visibility,visualise|organise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Toggle Maximise Area,Blender,Any Editor — View — Area,"Expands the editor under the mouse to fill the whole window, and back again. Great for temporarily giving the 3D Viewport or Shader Editor your full screen.",Ctrl+Space,,beginner,interface|layout|workspace,organise,layout|view,,,,https://docs.blender.org/manual/en/latest/
,Toggle Perspective/Orthographic,Blender,3D Viewport — View,"Switches the viewport between perspective and orthographic projection. Orthographic removes foreshortening, which is what you want for elevation-style views and precise modelling; perspective is better for judging how a space will actually read.",Numpad 5,,beginner,navigation|projection|orthographic,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Toggle Sculpt Mode,Blender,3D Viewport — Header — Mode — Sculpt Mode,"Enters Sculpt Mode, where brushes push, pull and smooth the mesh like clay. For architects it is most useful on terrain, landform studies and organic shell forms.",Ctrl+Tab,,intermediate,sculpt|mode|organic,edit|create,mesh,smooth,,,https://docs.blender.org/manual/en/latest/
,Toggle Sidebar,Blender,3D Viewport — View,"Shows or hides the sidebar with the Item, Tool and View tabs, including exact transform values and dimensions. This is where you type precise sizes for elements rather than eyeballing them.",N,,beginner,interface|panel|dimensions,edit|document,view|layout,,,,https://docs.blender.org/manual/en/latest/
,Toggle Snapping,Blender,3D Viewport — Header — Snapping,"Turns persistent snapping on or off, using whatever snap target is set in the header (increment, vertex, edge, face and so on). Vertex snapping is the everyday tool for making walls, slabs and fittings meet exactly.",Shift+Tab,,beginner,snap|precision,transform|edit,mesh|curve,move,,,https://docs.blender.org/manual/en/latest/
,Toggle Toolbar,Blender,3D Viewport — View,"Shows or hides the left-hand toolbar of active tools such as Move, Measure and Annotate. Hide it to reclaim viewport space once you know the shortcuts.",T,,beginner,interface|panel|tools,edit,view|layout,,,,https://docs.blender.org/manual/en/latest/
,Toggle Wireframe,Blender,3D Viewport — Header — Viewport Shading,Flips the viewport between solid and wireframe display. Wireframe reads like a line drawing and makes it easy to see through massing studies or select hidden geometry.,Shift+Z,,beginner,shading|wireframe|display,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Toggle X-Ray,Blender,3D Viewport — Header,"Makes geometry semi-transparent so you can see and select through surfaces. Crucial in Edit Mode: with X-Ray on, box selection grabs the vertices on the far side of the mesh as well as the near side.",Alt+Z,,beginner,shading|selection|transparency,visualise|edit,view|mesh,,,,https://docs.blender.org/manual/en/latest/
,Top View,Blender,3D Viewport — View — Viewpoint,"Looks straight down the Z axis, giving a plan view of the scene. Essential when blocking out site layouts or checking alignments from above.",Numpad 7,,beginner,navigation|viewpoint|plan,visualise|document,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Trackball Rotate,Blender,3D Viewport — Object — Transform,"Pressing R twice switches to free trackball rotation, tumbling the selection in any direction rather than around a single axis. Useful for casually orienting props and scatter objects.","R, R",,intermediate,transform|rotate|trackball,transform,mesh|curve,rotate,,,https://docs.blender.org/manual/en/latest/
,Transform Orientation Pie Menu,Blender,3D Viewport — Header — Transform Orientation,"Switches the axes transforms align to: global, local, normal, view or a custom orientation. Set a custom orientation from an angled wall to move things square to that wall rather than to the world.",",",,advanced,orientation|axes|transform,transform,mesh|curve|view,move|rotate,,,https://docs.blender.org/manual/en/latest/
,Triangulate Faces,Blender,3D Viewport — Edit Mode — Face — Triangulate Faces,Converts the selected faces into triangles. Some game engines and analysis tools want triangulated meshes; run this deliberately at export time rather than modelling in triangles.,Ctrl+T,,intermediate,triangulate|export|topology,edit,mesh,split,,,https://docs.blender.org/manual/en/latest/
,Triangulate Modifier,Blender,Properties — Modifier Properties — Generate — Triangulate,"Triangulates the mesh non-destructively, typically as the last modifier before export to engines that require triangles. Keeps your working file in clean quads while the output is triangulated.",,,intermediate,triangulate|export|modifier,edit,mesh,split,,,https://docs.blender.org/manual/en/latest/
,Tris to Quads,Blender,3D Viewport — Edit Mode — Face — Tris to Quads,Merges pairs of triangles back into quads where they form sensible rectangles. Together with Limited Dissolve it is the standard treatment for triangulated imports from CAD or BIM tools.,Alt+J,,intermediate,quads|cleanup|import,edit|organise,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Un-Subdivide,Blender,3D Viewport — Edit Mode — Edge — Un-Subdivide,Removes alternating edge loops to reduce mesh density while preserving overall shape where the grid is regular. A quick densitiy reducer for over-subdivided imported surfaces.,,,advanced,subdivide|reduce|cleanup,edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Undo,Blender,Topbar — Edit — Undo,"Steps back through recent changes. Blender keeps separate undo behaviour per mode, so if a change seems stuck, check you are in the mode where you made it.",Ctrl+Z,,beginner,history|safety,edit,view,,,,https://docs.blender.org/manual/en/latest/
,Ungroup Nodes,Blender,Shader Editor — Node — Ungroup,Dissolves a node group back into its constituent nodes in the current tree. Use it when a shared group needs a one-off local variation.,Ctrl+Alt+G,,advanced,nodes|group,edit,mesh,split,,,https://docs.blender.org/manual/en/latest/
,Unpin UVs,Blender,UV Editor — UV — Unpin,Releases pinned UV vertices so unwrapping can move them again. The counterpart to Pin when iterating on a layout.,Alt+P,,advanced,uv|pin,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Unwrap,Blender,3D Viewport — Edit Mode — UV — Unwrap,"Flattens the selected mesh into 2D UV coordinates, cutting along marked seams, so image textures can be applied without stretching. Good seams first, then unwrap — the order matters.",U,,intermediate,uv|unwrap|texturing,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,UV Sync Selection,Blender,UV Editor — Header — UV Sync Selection,Links selection between the 3D Viewport and the UV Editor so picking faces in one highlights them in the other. Turn it on when hunting for which wall a distorted island belongs to.,,,intermediate,uv|selection|sync,edit|organise,mesh|view,,,,https://docs.blender.org/manual/en/latest/
,Vertex Bevel,Blender,3D Viewport — Edit Mode — Vertex — Bevel Vertices,"Bevels selected vertices rather than edges, cutting each corner back into a flat or rounded chamfer. Useful for splayed corners on plans and easing sharp junctions in profiles.",Ctrl+Shift+B,,intermediate,bevel|vertex|chamfer,edit,mesh,cut|smooth,,,https://docs.blender.org/manual/en/latest/
,Vertex Select Mode,Blender,3D Viewport — Edit Mode — Header,"Switches Edit Mode selection to vertices. Hold Shift while pressing 1, 2 or 3 to enable several select modes at once.",1,,beginner,edit mode|selection|vertex,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Vertex Slide,Blender,3D Viewport — Edit Mode — Vertex — Slide Vertices,Slides a vertex along one of its connected edges. Perfect for nudging a point along a wall line without drifting off the surface.,Shift+V,,intermediate,vertex|slide,transform|edit,mesh,move,,,https://docs.blender.org/manual/en/latest/
,View Layers,Blender,Properties — View Layer Properties,"Renders subsets of collections as separate layers, with per-layer passes for compositing. Use them to output a building and its context separately, or to produce clay and textured versions of one view.",,,advanced,view layer|passes|compositing,organise|visualise,layer|view,,,,https://docs.blender.org/manual/en/latest/
,View Pie Menu,Blender,3D Viewport — View,"A radial menu of viewpoint options — front, top, camera, frame selected and more — under a single key. Useful on laptops without a numpad.",`,,beginner,navigation|pie menu|viewpoint,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Voxel Remesh,Blender,3D Viewport — Sculpt Mode — Header — Remesh,"Rebuilds the sculpt as an even voxel-based mesh at the current voxel size, fusing overlapping parts into one watertight surface. Remesh regularly while sculpting to keep geometry uniform and workable.",Ctrl+R,,intermediate,sculpt|remesh|voxel,edit,mesh,join|smooth,,,https://docs.blender.org/manual/en/latest/
,Walk Navigation,Blender,3D Viewport — View — Navigation — Walk Navigation,"First-person navigation using WASD and the mouse, with optional gravity. The closest thing to walking a client through a building inside the viewport — invaluable for checking spatial proportions at eye level.",Shift+`,,intermediate,navigation|walkthrough|first-person,visualise|analyse,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Weld Modifier,Blender,Properties — Modifier Properties — Generate — Weld,"Merges vertices within a threshold distance, non-destructively. Useful at the end of a Mirror or Array stack to fuse coincident seams without editing the mesh.",,,advanced,weld|merge|modifier,edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Wireframe Modifier,Blender,Properties — Modifier Properties — Generate — Wireframe,"Replaces the mesh with solid members along its edges, like a physical wireframe model. Turn a gridded surface into a gridshell or space-frame study in seconds.",,,intermediate,wireframe|structure|gridshell,create|edit,mesh,thicken,,,https://docs.blender.org/manual/en/latest/
,World Environment (HDRI),Blender,Properties — World Properties,Sets the scene's ambient environment; plugging an HDRI image into the World's Environment Texture gives realistic sky light and reflections in one move. The single biggest lighting upgrade for most architectural renders.,,,intermediate,world|hdri|lighting|sky,visualise|create,view,,,,https://docs.blender.org/manual/en/latest/
,Zoom Region,Blender,3D Viewport — View — Navigation,Drag a box and the view zooms to fill it with that region. Faster than scroll-zooming when you need to dive into a specific junction or detail.,Shift+B,,intermediate,navigation|zoom,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Zoom View,Blender,3D Viewport — View — Navigation,"Moves the view closer to or further from the point of interest. Dragging with Ctrl+MMB gives smooth zooming, which is easier to control than the stepped scroll wheel when working on detail.",Scroll / Ctrl+MMB drag,,beginner,navigation|viewport,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
