id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Directional Light,Maya,Rendering,"Creates a light with parallel rays like the sun, the workhorse for daylight studies and exterior shots. Rotate it to set time of day; position does not matter.",,,beginner,lighting|rendering|daylight,create|visualise,view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Point Light,Maya,Rendering,"Creates an omnidirectional light radiating from a single point, useful for bare bulbs and quick fills.",,,beginner,lighting|rendering,create|visualise,view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Spot Light,Maya,Rendering,"Creates a cone-shaped light with adjustable angle and falloff, suited to downlights, wall-washers and stage-like accents.",,,beginner,lighting|rendering|interior,create|visualise,view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Area Light,Maya,Rendering,"Creates a light that emits from a rectangular surface, giving soft, realistic shadows. The go-to for luminous ceilings, windows and softboxes in interior renders.",,,intermediate,lighting|rendering|interior,create|visualise,view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Arnold SkyDome Light,Maya,Arnold,"Creates a dome light that wraps the scene in an HDRI environment, providing realistic sky illumination and reflections in one node. Usually the first light in an architectural visualisation.",,,intermediate,lighting|rendering|hdri|arnold,create|visualise,view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Arnold RenderView,Maya,Arnold,"Opens Arnold's interactive renderer, which updates progressively as you adjust lights, materials and cameras. Your live feedback loop while developing an image.",,,intermediate,rendering|arnold|preview,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Render Settings,Maya,Windows,"Opens the settings for renderer choice, resolution, sampling quality and output paths. Configure here before rendering stills or sequences.",,,intermediate,rendering|settings|output,visualise|document,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Render Sequence,Maya,Render,Renders the full frame range of the current camera to image files from within the interface. Suitable for shorter sequences when a farm or batch setup is overkill.,,,intermediate,rendering|animation|output,visualise|document,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Light Editor,Maya,Windows,"Opens a spreadsheet-style overview of every light in the scene for soloing, muting and adjusting intensities side by side. Invaluable when balancing complex interior lighting.",,,intermediate,lighting|editors|rendering,edit|organise|visualise,view|layer,navigate,,,https://www.autodesk.com/shortcuts/maya
,Create Camera,Maya,Create,"Adds a camera object you can place, aim and animate, then look through for composed views. Create dedicated cameras for each key view rather than moving the perspective view.",,,beginner,cameras|rendering|composition,create|visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Look Through Selected,Maya,Viewport,Switches the active panel to look through the selected camera or light via the Panels menu. Essential for composing shots and aiming spotlights precisely.,,,intermediate,cameras|navigation|lighting,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Create nCloth,Maya,FX,"Turns a mesh into simulated cloth that drapes, folds and collides within the nucleus solver. Useful for fabric canopies, curtains and tensile structure studies.",,,advanced,simulation|cloth|dynamics|fx,create|edit,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Create Passive Collider,Maya,FX,Makes a mesh act as a solid obstacle that cloth and particles collide against without being simulated itself. Set floors and frames as colliders before draping fabric over them.,,,advanced,simulation|dynamics|fx,edit,mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Create Emitter,Maya,FX,"Creates an nParticle emitter that sprays particles into the scene for effects such as fountains, rain or crowd-flow experiments.",,,advanced,simulation|particles|dynamics|fx,create,point,array,,,https://www.autodesk.com/shortcuts/maya
,MASH Network,Maya,MASH,"Creates a procedural network that scatters and arrays instanced geometry with distribution, random and signal nodes. A parametric-style tool for facade modules, repeated furniture and generative studies.",,,advanced,motion graphics|procedural|arrays|instancing,create|organise,mesh,array|copy,,,https://www.autodesk.com/shortcuts/maya
